id,name,Test-1+G,Test-1-G,Test-2+G,Test-2-G,Test-3+G,Test-3-G,control-1+G,control-1-G,control-2+G,control-2-G,control-3+G,control-3-G
ENSMUSG00000018604,Tbx3,31,0,189,493,0,0,78,92,22,2328,0,4
ENSMUSG00000018620,Mmp20,0,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000018623,Mmp7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018634,Crhr1,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000018648,Dusp14,0,0,2,0,0,0,0,0,56,0,0,0
ENSMUSG00000018651,Tada2a,122,0,112,0,0,0,27,45,32,0,831,0
ENSMUSG00000018654,Ikzf1,30,0,22,0,0,0,0,0,0,0,0,0
ENSMUSG00000018656,Tcaf3,20,0,16,0,0,0,0,0,0,0,0,0
ENSMUSG00000018659,Pnpo,8,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000018661,Cog1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018666,Cbx1,207,37,67,13,50,14,651,71,14,2293,1350,6
ENSMUSG00000018669,Cdk5rap3,0,0,0,0,0,0,0,0,0,0,99,0
ENSMUSG00000018672,Copz2,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000018677,Slc25a39,11,0,8,0,0,0,0,17,0,0,0,0
ENSMUSG00000018678,Sp2,28,0,0,0,16,0,0,22,0,0,0,18
ENSMUSG00000018697,Aatf,4,0,7,0,40,0,0,0,0,0,0,0
ENSMUSG00000018698,Lhx1,22,0,22,0,0,0,23,14,0,0,0,0
ENSMUSG00000018707,Dync1h1,17,0,103,9,157,0,0,109,0,0,0,0
ENSMUSG00000018727,Cpsf4l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018733,Pex12,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018736,Ndel1,143,0,118,0,73,2929,0,99,0,4,0,0
ENSMUSG00000018740,Slc25a35,5,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000018750,Zbtb4,512,69,550,8894,16,409,1262,363,0,243,16,62
ENSMUSG00000018752,Tnfsfm13,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018761,Mpdu1,16,0,19,0,0,0,0,0,0,4,10,0
ENSMUSG00000018765,Fxr2,41,0,7,0,0,0,0,11,0,0,0,0
ENSMUSG00000018770,Atp5g3,0,0,0,0,0,0,4,0,0,0,53,0
ENSMUSG00000018774,Cd68,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018776,Slc35g3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018796,Acsl1,225,0,131,0,0,0,698,300,0,0,0,0
ENSMUSG00000018800,Abca5,17,0,6,36,0,6,16,34,343,0,13,0
ENSMUSG00000018809,Smyd4,39,0,41,0,16,0,0,0,0,0,0,0
ENSMUSG00000018819,Lsp1,2,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000018820,Zfyve27,57,0,775,29,0,0,0,20,0,0,0,0
ENSMUSG00000018821,Avpi1,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018822,Sfrp5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018830,Myh11,131,0,205,0,0,0,0,12,40,0,0,7
ENSMUSG00000018841,Rad51d,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000018844,Fndc8,14,1278,9,0,0,0,0,16,0,0,0,0
ENSMUSG00000018845,Unc45b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018846,Pank3,95,0,9,0,0,0,0,0,0,0,0,0
ENSMUSG00000018848,Rars,14,0,37,0,0,0,0,0,0,0,0,3
ENSMUSG00000018849,Wwc1,29,26,184,37,332,0,0,35,37,10,20,28
ENSMUSG00000018858,Mrpl58,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018861,Fdxr,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018862,Otop3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018865,Sult4a1,24,0,10,0,0,0,0,0,14,0,0,0
ENSMUSG00000018868,Pnpla5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018882,Mrpl45,0,0,0,0,0,0,136,0,0,0,0,0
ENSMUSG00000018893,Mb,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018899,Irf1,78,0,0,0,0,0,0,109,0,0,0,0
ENSMUSG00000018900,Slc22a5,18,0,5,0,0,21,5,0,0,0,0,0
ENSMUSG00000018906,P4ha2,30,0,81,0,0,0,0,4,0,0,60,0
ENSMUSG00000018907,Alox12e,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018909,Arrb1,0,0,4,0,0,0,0,2,0,0,0,0
ENSMUSG00000018914,Il3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018916,Csf2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018919,Tm4sf5,34,0,20,0,14,0,0,0,0,0,0,0
ENSMUSG00000018920,Cxcl16,70,0,21,7,0,0,31,9,26,0,0,0
ENSMUSG00000018921,Pelp1,10,0,6,0,0,0,8,0,34,0,0,0
ENSMUSG00000018923,Med11,74,0,36,0,0,0,56,4,0,0,0,0
ENSMUSG00000018924,Alox15,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018925,Heatr9,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018927,Ccl6,4,0,11,0,0,0,0,0,0,0,104,0
ENSMUSG00000018930,Ccl4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018931,Natd1,20,0,0,0,0,0,0,0,47,0,0,0
ENSMUSG00000018932,Map2k3,12,0,13,0,0,0,8,0,0,157,0,0
ENSMUSG00000018965,Ywhah,393,0,9,2,0,0,2,26,0,8,245,0
ENSMUSG00000018973,Hoxb1,19,0,21,0,0,0,0,7,0,0,0,0
ENSMUSG00000018974,Sart3,0,0,1,0,0,0,0,0,0,0,4,0
ENSMUSG00000018983,E2f2,0,0,12,0,0,0,0,7,0,0,41,0
ENSMUSG00000018986,Slfn3,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018995,Nars2,0,0,4,0,0,0,0,0,0,0,4,0
ENSMUSG00000018999,Slc35b4,22,0,21,0,0,0,0,5,0,0,0,0
ENSMUSG00000019027,Dnah1,36,0,35,75,0,0,0,12,0,0,0,0
ENSMUSG00000019039,Dalrd3,12,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019054,Fis1,8,0,35,0,0,0,0,0,0,0,0,0
ENSMUSG00000019055,Plod1,21,0,3,0,0,0,10,6,0,0,0,0
ENSMUSG00000019066,Rab3d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019080,Mfsd3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019082,Slc25a22,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019087,Atp6ap1,16,0,0,0,0,0,10,0,0,0,0,0
ENSMUSG00000019088,Dnase1l1,1,0,16,0,0,0,0,0,0,0,0,0
ENSMUSG00000019102,Aldh3a1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019122,Ccl9,0,0,21,0,0,0,0,0,0,0,0,0
ENSMUSG00000019124,Scrn1,140,0,4,0,0,0,0,7,0,0,0,0
ENSMUSG00000019132,BC005537,6299,10,12,78,0,0,583,968,23,19,0,0
ENSMUSG00000019139,Isyna1,14,0,0,0,0,0,0,0,13,0,0,0
ENSMUSG00000019143,Hars2,8,0,14,0,0,0,0,2,15,0,38,0
ENSMUSG00000019146,Cacng2,0,0,4,0,2,0,0,2,0,0,0,0
ENSMUSG00000019158,Tmem160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019173,Rab5c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019178,Styxl1,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000019179,Mdh2,34,66,6,0,0,3,17,12,4,0,763,0
ENSMUSG00000019188,H13,6,0,38,0,0,33,3,4,0,0,0,0
ENSMUSG00000019189,Rnf145,4,0,2,0,0,0,0,0,0,0,5,0
ENSMUSG00000019194,Scn1b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019210,Atp6v1e1,56,0,8,0,0,0,10,0,0,0,0,67
ENSMUSG00000019214,Chtf18,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019230,Lhx9,140,0,143,0,0,0,0,44,0,0,0,0
ENSMUSG00000019232,Etnppl,87,0,78,0,40,2882,15,0,0,0,0,0
ENSMUSG00000019235,Rps6kl1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019254,Ppp1r12c,288,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019256,Ahr,705,4469,1599,4290,0,0,1027,538,5,0,1319,0
ENSMUSG00000019261,Map1s,0,0,12,0,0,0,0,11,518,6,0,0
ENSMUSG00000019278,Dpep1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019295,Tmem129,0,0,7,0,0,0,0,4,0,0,0,0
ENSMUSG00000019297,Nop9,0,0,0,0,0,0,0,12,0,0,0,0
ENSMUSG00000019301,Hsd17b1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019302,Atp6v0a1,4,0,6,14,49,0,0,0,0,6,0,0
ENSMUSG00000019303,Psmc3ip,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019312,Grb7,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000019320,Noxo1,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019326,Aoc3,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000019338,Zfp687,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019359,Gdpd2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019362,D8Ertd738e,0,0,2,0,0,0,0,412,0,0,0,0
ENSMUSG00000019368,Sec14l4,0,0,16,34,0,0,2,0,0,0,0,0
ENSMUSG00000019370,Calm3,60,0,0,0,280,0,0,0,0,0,0,0
ENSMUSG00000019373,Cops3,3,0,3,0,0,0,13,9,0,0,0,14
ENSMUSG00000019428,Fkbp8,144,0,830,0,0,0,0,129,0,0,0,0
ENSMUSG00000019429,Ffar3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019432,Ddx39b,5,0,2,0,0,0,0,8,0,0,0,82
ENSMUSG00000019433,Gipc1,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019437,Tlcd1,0,0,8,0,7,0,22,4,0,0,0,0
ENSMUSG00000019461,Plscr3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019464,Ptger1,6,0,63,0,0,0,0,0,438,0,0,0
ENSMUSG00000019467,Arhgef25,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019470,Xab2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019471,Cdc37,0,0,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000019478,Rab4a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019487,Trip10,3,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000019489,Cd70,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019494,Cops6,0,320,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019505,Ubb,145,0,260,20,37,39,43,34,24,0,0,0
ENSMUSG00000019518,Ap4m1,152,0,108,0,0,16,120,166,0,8,0,0
ENSMUSG00000019528,Gyg,260,101,6,28,0,47,1534,124,16,0,0,0
ENSMUSG00000019539,Rcn3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558,Slc6a8,0,0,16,0,0,0,0,0,0,0,158,0
ENSMUSG00000019564,Arid3a,5,0,9,0,0,0,0,0,0,0,0,0
ENSMUSG00000019577,Pdk4,5,0,8,0,0,0,0,0,0,0,8,0
ENSMUSG00000019578,Ubxn6,0,0,9,0,0,0,0,4,0,0,0,0
ENSMUSG00000019579,Mydgf,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019590,Cyb561,20,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019647,Sema6a,1065,0,2013,0,10376,0,4605,1248,1350,0,225,0
ENSMUSG00000019659,Ccdc12,63,0,8,0,0,21,0,66,0,0,4,0
ENSMUSG00000019689,Fmc1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019699,Akt3,24,200,42,55,0,0,0,20,0,1775,5,0
ENSMUSG00000019710,Mrpl24,141,0,442,0,0,378,0,554,0,0,233,0
ENSMUSG00000019715,Gle1,75,0,28,5,8,0,0,5,0,0,41,0
ENSMUSG00000019718,L3hypdh,292,6,358,0,0,8147,370,122,6,0,0,0
ENSMUSG00000019726,Lyst,48,10,63,209,0,17,0,14,35,0,0,42
ENSMUSG00000019731,Slc35e1,19,0,11,0,0,0,0,0,0,0,0,0
ENSMUSG00000019732,Calr3,10,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019734,Tmc4,19,0,18,0,0,0,0,0,0,0,0,0
ENSMUSG00000019737,Syne4,0,0,7,0,0,0,0,0,0,0,0,0
ENSMUSG00000019738,Polr2i,0,0,0,0,0,0,0,9,0,0,0,0
ENSMUSG00000019756,Prl8a1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019761,Krt10,17,0,79,503,0,15,0,85,842,11,0,0
ENSMUSG00000019762,Iyd,8,0,3,0,0,0,3,6,0,0,0,0
ENSMUSG00000019763,Rmnd1,103,0,43,0,75,0,193,69,0,0,43,0
ENSMUSG00000019767,Ccdc170,71,0,273,1,0,0,2,28,0,0,214,21
ENSMUSG00000019768,Esr1,32,6,41,0,0,0,10,12,555,0,0,0
ENSMUSG00000019772,Vip,12,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019773,Fbxo5,10,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019774,Mtrf1l,11,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019775,Rgs17,10,0,11,0,0,0,25,25,0,29,0,0
ENSMUSG00000019777,Hdac2,16,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019779,Frk,27,0,21,285,37,0,0,20,0,0,0,0
ENSMUSG00000019782,Rwdd1,3,0,7,0,0,0,0,0,0,0,0,0
ENSMUSG00000019785,Clvs2,25,41,0,18,20,0,0,9,0,4,119,10
ENSMUSG00000019787,Trdn,58,0,17,212,0,0,0,14,64,0,1,0
ENSMUSG00000019789,Hey2,46,0,0,0,0,0,12,5,0,0,0,0
ENSMUSG00000019790,Stxbp5,1324,0,2129,16,12,0,626,1221,2018,3650,3162,0
ENSMUSG00000019791,Hint3,0,0,0,0,0,0,0,8,0,0,0,0
ENSMUSG00000019792,Trmt11,0,0,0,39,0,0,0,0,0,0,0,0
ENSMUSG00000019794,Katna1,3,6,41,6,7,0,0,3,0,0,0,0
ENSMUSG00000019795,Pcmt1,24,0,10,0,0,0,0,0,0,0,0,0
ENSMUSG00000019796,Lrp11,16,0,57,0,0,0,0,10,139,0,0,0
ENSMUSG00000019797,1700021F05Rik,27,0,42,4,170,0,0,719,97,0,0,0
ENSMUSG00000019802,Sec63,40,0,20,0,3,0,0,14,339,0,0,0
ENSMUSG00000019803,Nr2e1,24,0,15,0,0,0,0,27,113,0,0,0
ENSMUSG00000019804,Snx3,8,0,0,0,0,0,0,0,0,0,0,72
ENSMUSG00000019806,Aig1,11,0,8,0,0,0,0,20,0,20,0,0
ENSMUSG00000019808,Adat2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019809,Pex3,22,0,77,0,171,274,0,182,0,316,0,0
ENSMUSG00000019810,Fuca2,522,0,504,0,0,0,0,22,0,0,0,0
ENSMUSG00000019813,Cep57l1,0,131,3,5,0,0,0,0,0,0,0,21
ENSMUSG00000019814,Ltv1,0,0,0,0,37,0,0,0,0,0,0,0
ENSMUSG00000019815,Zc2hc1b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019817,Plagl1,33,0,15,20,0,0,0,16,0,0,0,0
ENSMUSG00000019818,Cd164,0,0,0,0,0,0,0,16,0,0,0,0
ENSMUSG00000019820,Utrn,712,0,559,199,654,67,9,553,814,205,332,24
ENSMUSG00000019822,Smpd2,0,0,13,0,0,0,0,0,0,0,0,0
ENSMUSG00000019823,Mical1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019826,Zbtb24,0,0,4,0,0,7,0,0,0,0,0,0
ENSMUSG00000019828,Grm1,0,0,0,15,0,0,0,0,65,0,0,0
ENSMUSG00000019831,Wasf1,412,180,23,10,28,80,1565,493,80,128,637,99
ENSMUSG00000019832,Rab32,36,0,0,0,0,0,0,0,1921,0,0,0
ENSMUSG00000019834,Slc22a16,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019836,Amd-ps4,5,0,0,0,0,0,0,14,0,0,0,0
ENSMUSG00000019837,Gtf3c6,12,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019838,Slc16a10,131,0,196,0,0,0,0,12,0,0,10,0
ENSMUSG00000019841,Rev3l,4,0,3,0,0,0,60,31,0,0,0,0
ENSMUSG00000019842,Traf3ip2,6,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000019843,Fyn,45,0,27,0,79,0,0,7,4,0,0,0
ENSMUSG00000019845,Tube1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019846,Lama4,15,18,35,0,0,0,9,20,0,0,0,0
ENSMUSG00000019848,Popdc3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019849,Prep,432,28,482,1037,34,0,0,175,0,0,0,0
ENSMUSG00000019850,Tnfaip3,13,0,16,0,0,0,0,0,0,0,0,0
ENSMUSG00000019851,Perp,1144,0,1178,0,0,0,6580,0,0,105,0,0
ENSMUSG00000019852,Arfgef3,2127,0,4343,6291,197,0,18,627,0,0,0,16
ENSMUSG00000019853,Hebp2,4,0,24,0,0,0,0,13,0,0,0,0
ENSMUSG00000019854,Reps1,0,0,0,0,0,0,0,0,12,0,0,0
ENSMUSG00000019856,Fam184a,41,0,0,1312,0,0,0,0,0,0,0,0
ENSMUSG00000019857,Asf1a,3,0,0,0,0,0,0,12,0,0,0,0
ENSMUSG00000019861,Gopc,11,0,4,12,0,0,0,8,0,0,0,0
ENSMUSG00000019863,Qrsl1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019864,Rtn4ip1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019865,Nmbr,16,0,13,0,0,0,0,0,0,0,0,0
ENSMUSG00000019866,Crybg1,5,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000019867,Gje1,0,0,12,0,0,0,0,0,0,0,0,0
ENSMUSG00000019868,Vta1,12,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019872,Smpdl3a,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019873,Reep3,10914,0,2870,57,40,0,10637,7898,5,16,48,0
ENSMUSG00000019874,Fabp7,245,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019876,Pkib,345,0,13,1042,61,0,0,351,0,0,0,0
ENSMUSG00000019877,Serinc1,165,20,4,0,28,0,0,15,154,0,0,0
ENSMUSG00000019878,Hsf2,525,0,466,31,303,103,1220,544,0,1745,0,0
ENSMUSG00000019880,Rspo3,0,0,4,0,0,0,0,48,0,0,0,4
ENSMUSG00000019883,Echdc1,25,0,0,0,0,0,4,12,0,0,0,0
ENSMUSG00000019888,Mgat4c,45,0,47,0,10,0,0,0,15,0,0,0
ENSMUSG00000019889,Ptprk,7194,10,11998,253,0,8605,4215,4048,286,0,73,76
ENSMUSG00000019890,Nts,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019891,Dcbld1,470,0,142,0,0,0,0,388,0,0,0,0
ENSMUSG00000019892,Lrriq1,12,0,0,0,1029,0,0,0,61,0,0,0
ENSMUSG00000019893,Ros1,0,0,1,3,0,0,0,0,12,0,0,0
ENSMUSG00000019894,Slc6a15,29,0,8,51,0,170,0,72,6,0,0,0
ENSMUSG00000019897,Ccdc59,888,0,1935,898,0,0,0,330,0,0,47,0
ENSMUSG00000019899,Lama2,175,0,101,35,42,0,102,144,48,10,1,11
ENSMUSG00000019900,Rfx6,0,0,0,2,0,0,0,2,0,0,0,0
ENSMUSG00000019905,Gprc6a,22,0,10,0,0,0,0,12,0,0,0,159
ENSMUSG00000019906,Lin7a,299,0,28,12,22,0,873,0,0,0,0,0
ENSMUSG00000019907,Ppp1r12a,965,0,271,0,137,0,619,88,37,0,168,0
ENSMUSG00000019909,Fam162b,0,0,0,0,0,0,0,0,7,0,0,0
ENSMUSG00000019913,Sim1,8,0,4,19,0,0,0,0,0,0,0,0
ENSMUSG00000019916,P4ha1,35,0,46,0,0,0,0,131,29,0,0,0
ENSMUSG00000019917,10-Sep,30,12,149,18,0,0,93,105,12,0,0,54
ENSMUSG00000019920,Lims1,152,0,34,0,10,0,31,663,0,58,83,34
ENSMUSG00000019923,Zwint,356,0,270,0,0,0,0,677,0,0,16,0
ENSMUSG00000019927,Ube2d1,236,0,338,0,0,0,80,240,0,21,0,3630
ENSMUSG00000019929,Dcn,22,0,37,30,0,0,0,11,7,0,0,0
ENSMUSG00000019932,Kera,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019933,Mrln,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019935,Slc17a8,26,0,18,0,0,0,0,3,4,0,0,0
ENSMUSG00000019936,Epyc,218,0,88,255,0,401,0,207,0,0,0,0
ENSMUSG00000019942,Cdk1,0,0,0,0,0,0,17,0,0,0,0,0
ENSMUSG00000019943,Atp2b1,5480,6450,5084,5698,4,38,2406,2621,823,349,345,139
ENSMUSG00000019944,Rhobtb1,14,0,37,0,0,0,0,4,218,0,0,0
ENSMUSG00000019945,Cabcoco1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019947,Arid5b,151,12,87,29,5,97,0,91,16,0,0,0
ENSMUSG00000019948,Actr6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019951,Uhrf1bp1l,46,0,229,0,0,0,0,110,0,0,17,0
ENSMUSG00000019952,Poc1b,105,0,81,0,0,0,0,33,0,0,0,0
ENSMUSG00000019960,Dusp6,59,59,94,47,958,23,579,32,106,8,8,16
ENSMUSG00000019961,Tmpo,167,0,69,0,0,63,105,82,0,69,105,0
ENSMUSG00000019966,Kitl,227,0,50,0,0,413,0,37,0,0,0,0
ENSMUSG00000019969,Psen1,13,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019970,Sgk1,125,0,63,0,254,0,572,46,20,0,397,0
ENSMUSG00000019971,Cep290,7,0,10,0,0,0,0,62,28,0,0,0
ENSMUSG00000019975,Ikbip,1546,42,2129,0,0,0,779,736,276,0,0,0
ENSMUSG00000019977,Hbs1l,0,0,0,0,0,0,12,0,0,0,0,0
ENSMUSG00000019978,Epb41l2,58,0,9,0,0,0,0,124,60,0,0,0
ENSMUSG00000019979,Apaf1,52,0,16,0,51,116,0,4,0,0,0,0
ENSMUSG00000019982,Myb,106,0,393,63,0,0,0,203,116,0,0,0
ENSMUSG00000019984,Med23,2,17,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000019986,Ahi1,21,0,12,0,4,0,0,44,17,0,0,0
ENSMUSG00000019987,Arg1,79,0,53,0,190,0,0,5,2246,0,0,0
ENSMUSG00000019988,Nedd1,5,0,0,0,0,0,32,0,0,0,0,0
ENSMUSG00000019989,Enpp3,31,0,25,0,5,0,0,11,17,0,0,0
ENSMUSG00000019990,Pde7b,322,0,69,0,0,0,16,193,98,0,0,0
ENSMUSG00000019992,Mtfr2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019996,Map7,252,0,15,0,1063,2,8,4,0,0,208,0
ENSMUSG00000019997,Ctgf,13,0,207,0,0,0,0,51,0,5,0,0
ENSMUSG00000019998,Stx7,8,0,0,0,0,0,4,6,0,0,0,0
ENSMUSG00000020000,Moxd1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020003,Pex7,9,0,40,10,0,0,0,0,0,0,0,0
ENSMUSG00000020007,Il20ra,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020009,Ifngr1,75,0,173,32,0,0,80,154,0,0,0,0
ENSMUSG00000020010,Vnn3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020014,Cfap54,32,26,38,61,0,0,0,11,13,0,0,0
ENSMUSG00000020015,Cdk17,841,16,11,0,0,5,47,1169,0,0,127,0
ENSMUSG00000020017,Hal,0,0,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000020018,Snrpf,6,0,0,0,84,0,0,0,0,0,0,0
ENSMUSG00000020019,Ntn4,13,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020020,Usp44,8,0,35,0,0,0,0,0,0,0,0,0
ENSMUSG00000020021,Fgd6,1,7,0,0,0,25,0,0,0,0,0,0
ENSMUSG00000020022,Ndufa12,0,0,0,0,0,0,0,0,0,0,21,0
ENSMUSG00000020023,Tmcc3,20,0,28,57,0,0,0,2,0,0,0,0
ENSMUSG00000020024,Cep83,51,0,3,8,10,0,0,4,0,0,0,0
ENSMUSG00000020027,Socs2,68,111,90,16,0,0,19,308,0,200,4979,0
ENSMUSG00000020029,Nudt4,973,0,131,2435,0,5,103,0,131,0,307,0
ENSMUSG00000020032,Nuak1,4,0,0,0,0,0,0,0,0,0,0,786
ENSMUSG00000020033,4930463O16Rik,76,0,238,44,0,0,0,5,0,0,0,6494
ENSMUSG00000020034,Tcp11l2,7,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000020037,Rfx4,47,0,80,0,0,0,8,69,5,0,17,0
ENSMUSG00000020038,Cry1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020042,Btbd11,20,0,13,0,0,0,0,6,10,0,0,0
ENSMUSG00000020044,Timp3,708,0,115,10,0,0,341,81,0,0,4,2922
ENSMUSG00000020048,Hsp90b1,57,0,0,0,0,0,101,10,99,0,0,0
ENSMUSG00000020051,Pah,6,0,26,0,0,0,9,50,0,0,0,0
ENSMUSG00000020052,Ascl1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020053,Igf1,292,0,343,0,61,0,42,879,3211,0,0,14237
ENSMUSG00000020056,Washc3,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000020057,Dram1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020059,Sycp3,15,0,37,0,0,0,0,29,0,0,66,0
ENSMUSG00000020061,Mybpc1,22,0,70,0,0,0,0,153,0,0,0,174
ENSMUSG00000020062,Slc5a8,8,0,2,2,0,0,0,2,0,0,0,0
ENSMUSG00000020063,Sirt1,7,0,11,0,0,0,0,0,0,0,0,0
ENSMUSG00000020064,Herc4,12,20,4,2,0,28,0,14,5,10,0,0
ENSMUSG00000020067,Mypn,6,0,172,3,0,0,178,12,0,0,0,0
ENSMUSG00000020069,Hnrnph3,28,0,0,0,238,0,134,59,0,1100,0,0
ENSMUSG00000020070,Rufy2,108,0,38,0,18,16,5,42,8,0,0,0
ENSMUSG00000020072,Pbld2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020074,Ccar1,87,0,9,35,0,19,1,419,0,0,0,0
ENSMUSG00000020075,Ddx21,44,0,16,0,0,0,0,0,0,0,0,0
ENSMUSG00000020076,Ddx50,20,0,3,0,0,0,5,0,19,0,0,116
ENSMUSG00000020077,Srgn,41,0,6,0,0,0,0,2,0,0,0,0
