GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.1.G.1,Test.2.G,Test.2.G.1,Test.3.G,Test.3.G.1,change,label
Bmp3,145,3,5.594946589,5.558196934,0,0,0,TRUE,119,1,25,1,1,1,Up,NA
Bmp4,3121,141,4.46824129,4.431491635,0,0,0,TRUE,1212,1,1908,139,1,1,Up,NA
Bmp5,29,5,2.5360529,2.499303245,2.06E-05,9.15E-05,9.15E-05,TRUE,24,1,4,1,1,3,Up,NA
Bmp6,25,3,3.058893689,3.022144034,1.18E-05,5.32E-05,5.28E-05,TRUE,16,1,8,1,1,1,Up,NA
Bmpr1a,108,3,5.169925001,5.133175347,0,0,0,TRUE,103,1,4,1,1,1,Up,NA
Bmpr2,1347,156,3.110131917,3.073382262,0,0,0,TRUE,671,11,17,4,659,141,Up,NA
Bmt2,24,3,3,2.963250345,2.14E-05,9.43E-05,9.37E-05,TRUE,17,1,6,1,1,1,Up,NA
Bmx,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,9,1,13,1,1,1,Up,NA
Bnc1,420,3,7.129283017,7.092533362,0,0,0,TRUE,327,1,92,1,1,1,Up,NA
Bnip2,113,3,5.235216462,5.198466807,0,0,0,TRUE,16,1,96,1,1,1,Up,NA
Bnip3l,2461,3,9.680066442,9.643316787,0,0,0,TRUE,755,1,479,1,1227,1,Up,NA
Bnip3l.ps,516,3,7.426264755,7.3895151,0,0,0,TRUE,2,1,3,1,511,1,Up,NA
Boc,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,12,1,10,1,1,1,Up,NA
Bod1,185,3,5.94641896,5.909669305,0,0,0,TRUE,164,1,20,1,1,1,Up,NA
Bod1l,941,230,2.032560862,1.995811207,0,0,0,TRUE,670,228,270,1,1,1,Up,NA
Bola2,138,15,3.201633861,3.164884206,0,0,0,TRUE,17,1,81,13,40,1,Up,NA
Bora,21,3,2.807354922,2.770605267,0.000123959,0.000515349,0.000511515,TRUE,7,1,13,1,1,1,Up,NA
Borcs6,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,5,1,17,1,1,1,Up,NA
Borcs7,80,3,4.736965594,4.700215939,0,0,0,TRUE,60,1,19,1,1,1,Up,NA
Bpifa2,760,3,7.984893108,7.948143453,0,0,0,TRUE,602,1,157,1,1,1,Up,NA
Bpifc,48,3,4,3.963250345,8.09E-12,4.99E-11,4.97E-11,TRUE,29,1,14,1,5,1,Up,NA
Bpnt1,1288,3,8.745954377,8.709204723,0,0,0,TRUE,457,1,126,1,705,1,Up,NA
Bptf,164,3,5.772589504,5.735839849,0,0,0,TRUE,1,1,162,1,1,1,Up,NA
Brat1,81,3,4.754887502,4.718137847,0,0,0,TRUE,79,1,1,1,1,1,Up,NA
Brca1,64,3,4.415037499,4.378287844,3.33E-16,2.38E-15,2.37E-15,TRUE,22,1,38,1,4,1,Up,NA
Brca2,263,3,6.453956489,6.417206834,0,0,0,TRUE,85,1,177,1,1,1,Up,NA
Brcc3,108,17,2.667424661,2.630675006,0,0,0,TRUE,97,1,10,1,1,15,Up,NA
Brd1,1031,44,4.550396999,4.513647344,0,0,0,TRUE,589,1,441,42,1,1,Up,NA
Brd3,94,8,3.554588852,3.517839197,0,0,0,TRUE,60,1,33,6,1,1,Up,NA
Brd4,2668,7,8.574188029,8.537438374,0,0,0,TRUE,982,5,1685,1,1,1,Up,NA
Brd7,31,3,3.36923381,3.332484155,3.19E-07,1.58E-06,1.57E-06,TRUE,1,1,29,1,1,1,Up,NA
Brd9,30,3,3.321928095,3.28517844,5.86E-07,2.86E-06,2.85E-06,TRUE,20,1,9,1,1,1,Up,NA
Bri3bp,1880,3,9.291554446,9.254804791,0,0,0,TRUE,1624,1,255,1,1,1,Up,NA
Brinp1,99,3,5.044394119,5.007644465,0,0,0,TRUE,33,1,1,1,65,1,Up,NA
Brinp2,42,3,3.807354922,3.770605267,3.54E-10,2.03E-09,2.02E-09,TRUE,17,1,24,1,1,1,Up,NA
Brinp3,514,3,7.420662048,7.383912394,0,0,0,TRUE,65,1,48,1,401,1,Up,NA
Brix1,194,3,6.014950341,5.978200687,0,0,0,TRUE,104,1,89,1,1,1,Up,NA
Brms1,31,3,3.36923381,3.332484155,3.19E-07,1.58E-06,1.57E-06,TRUE,1,1,1,1,29,1,Up,NA
Brms1l,36,7,2.362570079,2.325820425,5.45E-06,2.51E-05,2.51E-05,TRUE,24,5,11,1,1,1,Up,NA
Brs3,371,3,6.950312876,6.913563221,0,0,0,TRUE,153,1,217,1,1,1,Up,NA
Brsk1,26,3,3.115477217,3.078727563,6.51E-06,2.98E-05,2.96E-05,TRUE,1,1,24,1,1,1,Up,NA
Brwd3,133,27,2.300394933,2.263645279,0,0,0,TRUE,49,25,83,1,1,1,Up,NA
Bst1,26,3,3.115477217,3.078727563,6.51E-06,2.98E-05,2.96E-05,TRUE,6,1,19,1,1,1,Up,NA
Btaf1,136,29,2.229481846,2.192732191,0,0,0,TRUE,83,1,52,27,1,1,Up,NA
Btbd1,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,21,1,1,1,1,1,Up,NA
Btbd10,29,3,3.273018494,3.23626884,1.07E-06,5.17E-06,5.14E-06,TRUE,14,1,14,1,1,1,Up,NA
Btbd11,36,3,3.584962501,3.548212846,1.48E-08,7.90E-08,7.87E-08,TRUE,21,1,14,1,1,1,Up,NA
Btbd16,715,4,7.481799432,7.445049777,0,0,0,TRUE,306,1,408,2,1,1,Up,NA
Btbd7,3837,74,5.696309684,5.659560029,0,0,0,TRUE,357,20,183,53,3297,1,Up,NA
Btbd8,27,3,3.169925001,3.133175347,3.58E-06,1.67E-05,1.65E-05,TRUE,7,1,19,1,1,1,Up,NA
Btbd9,27,3,3.169925001,3.133175347,3.58E-06,1.67E-05,1.65E-05,TRUE,18,1,8,1,1,1,Up,NA
Btf3l4,661,21,4.976189039,4.939439384,0,0,0,TRUE,499,1,161,1,1,19,Up,NA
Btg1,2325,12,7.5980525,7.561302845,0,0,0,TRUE,929,6,1395,1,1,5,Up,NA
Btk,45,3,3.906890596,3.870140941,5.37E-11,3.21E-10,3.19E-10,TRUE,27,1,17,1,1,1,Up,NA
Btnl9,261,3,6.442943496,6.406193841,0,0,0,TRUE,20,1,240,1,1,1,Up,NA
Bub3,152,13,3.547487795,3.510738141,0,0,0,TRUE,44,1,107,11,1,1,Up,NA
Bud13,44,3,3.874469118,3.837719463,1.01E-10,5.94E-10,5.91E-10,TRUE,8,1,35,1,1,1,Up,NA
Bud31,80,3,4.736965594,4.700215939,0,0,0,TRUE,78,1,1,1,1,1,Up,NA
Bysl,387,3,7.011227255,6.974477601,0,0,0,TRUE,1,1,385,1,1,1,Up,NA
Bzw1,429,3,7.159871337,7.123121682,0,0,0,TRUE,309,1,119,1,1,1,Up,NA
C030006N10Rik,604,3,7.653442239,7.616692584,0,0,0,TRUE,13,1,74,1,517,1,Up,NA
C030013C21Rik,29,3,3.273018494,3.23626884,1.07E-06,5.17E-06,5.14E-06,TRUE,11,1,17,1,1,1,Up,NA
C030018K13Rik,27,3,3.169925001,3.133175347,3.58E-06,1.67E-05,1.65E-05,TRUE,1,1,25,1,1,1,Up,NA
C030029H02Rik,97,3,5.014950341,4.978200687,0,0,0,TRUE,44,1,13,1,40,1,Up,NA
C130026I21Rik,33,6,2.459431619,2.422681964,8.17E-06,3.71E-05,3.71E-05,TRUE,26,4,6,1,1,1,Up,NA
C130036L24Rik,5715,11,9.021106164,8.98435651,0,0,0,TRUE,654,1,5060,9,1,1,Up,NA
C130051F05Rik,244,3,6.345774837,6.309025182,0,0,0,TRUE,51,1,192,1,1,1,Up,NA
C130071C03Rik,397,3,7.048032696,7.011283042,0,0,0,TRUE,359,1,7,1,31,1,Up,NA
C130089K02Rik,391,3,7.026062297,6.989312642,0,0,0,TRUE,364,1,26,1,1,1,Up,NA
C130093G08Rik,582,3,7.599912842,7.563163187,0,0,0,TRUE,221,1,360,1,1,1,Up,NA
C1d,180,3,5.906890596,5.870140941,0,0,0,TRUE,34,1,145,1,1,1,Up,NA
C1qb,30,3,3.321928095,3.28517844,5.86E-07,2.86E-06,2.85E-06,TRUE,12,1,17,1,1,1,Up,NA
C1qtnf7,29,3,3.273018494,3.23626884,1.07E-06,5.17E-06,5.14E-06,TRUE,11,1,17,1,1,1,Up,NA
C1qtnf9,35,3,3.544320516,3.507570861,2.75E-08,1.44E-07,1.43E-07,TRUE,16,1,18,1,1,1,Up,NA
C1s2,154,3,5.68182404,5.645074385,0,0,0,TRUE,38,1,115,1,1,1,Up,NA
C230004F18Rik,61,3,4.345774837,4.309025182,2.00E-15,1.39E-14,1.39E-14,TRUE,27,1,33,1,1,1,Up,NA
C230062I16Rik,45,3,3.906890596,3.870140941,5.37E-11,3.21E-10,3.19E-10,TRUE,9,1,18,1,18,1,Up,NA
C230071H17Rik,4022,3,10.38873487,10.35198521,0,0,0,TRUE,3019,1,971,1,32,1,Up,NA
C230079O03Rik,1033,3,8.427662038,8.390912383,0,0,0,TRUE,95,1,74,1,864,1,Up,NA
C230085N15Rik,4267,3,10.47404389,10.43729424,0,0,0,TRUE,2696,1,1570,1,1,1,Up,NA
C230096K16Rik,66,3,4.459431619,4.422681964,1.11E-16,8.04E-16,7.98E-16,TRUE,23,1,42,1,1,1,Up,NA
C2cd3,174,9,4.273018494,4.23626884,0,0,0,TRUE,137,5,36,3,1,1,Up,NA
C2cd5,85,3,4.824428435,4.787678781,0,0,0,TRUE,27,1,57,1,1,1,Up,NA
C2cd6,114,3,5.247927513,5.211177859,0,0,0,TRUE,103,1,10,1,1,1,Up,NA
C330002G04Rik,28,3,3.222392421,3.185642767,1.96E-06,9.30E-06,9.24E-06,TRUE,21,1,6,1,1,1,Up,NA
C330007P06Rik,1317,5,8.041111535,8.004361881,0,0,0,TRUE,877,1,409,1,31,3,Up,NA
C330018D20Rik,26,3,3.115477217,3.078727563,6.51E-06,2.98E-05,2.96E-05,TRUE,17,1,8,1,1,1,Up,NA
C330019F10Rik,128,3,5.415037499,5.378287844,0,0,0,TRUE,53,1,74,1,1,1,Up,NA
C330021F23Rik,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,5,1,17,1,1,1,Up,NA
C3ar1,1661,3,9.112873857,9.076124202,0,0,0,TRUE,618,1,1042,1,1,1,Up,NA
C430039J01Rik,46,3,3.938599455,3.901849801,2.86E-11,1.73E-10,1.72E-10,TRUE,9,1,36,1,1,1,Up,NA
C430049B03Rik,98,3,5.029747343,4.992997689,0,0,0,TRUE,96,1,1,1,1,1,Up,NA
C530005A16Rik,28,3,3.222392421,3.185642767,1.96E-06,9.30E-06,9.24E-06,TRUE,14,1,13,1,1,1,Up,NA
C530043K16Rik,18607,417,5.479654275,5.44290462,0,0,0,TRUE,3458,1,15148,411,1,5,Up,NA
C530050E15Rik,77,3,4.68182404,4.645074385,0,0,0,TRUE,19,1,56,1,2,1,Up,NA
C5ar2,31,3,3.36923381,3.332484155,3.19E-07,1.58E-06,1.57E-06,TRUE,3,1,27,1,1,1,Up,NA
C630050I24Rik,2358,3,9.618385502,9.581635847,0,0,0,TRUE,954,1,1400,1,4,1,Up,NA
C730027H18Rik,211,3,6.136136688,6.099387033,0,0,0,TRUE,13,1,5,1,193,1,Up,NA
C78283,1530,24,5.994353437,5.957603782,0,0,0,TRUE,799,22,730,1,1,1,Up,NA
C78859,1265,15,6.398031074,6.361281419,0,0,0,TRUE,448,1,816,1,1,13,Up,NA
C87436,73,3,4.604862058,4.568112403,0,0,0,TRUE,33,1,23,1,17,1,Up,NA
C9,25,3,3.058893689,3.022144034,1.18E-05,5.32E-05,5.28E-05,TRUE,14,1,10,1,1,1,Up,NA
C920009B18Rik,34,3,3.502500341,3.465750686,5.08E-08,2.63E-07,2.62E-07,TRUE,32,1,1,1,1,1,Up,NA
C920021L13Rik,2271,3,9.56414949,9.527399835,0,0,0,TRUE,129,1,182,1,1960,1,Up,NA
CAAA01119292.1,27,3,3.169925001,3.133175347,3.58E-06,1.67E-05,1.65E-05,TRUE,1,1,1,1,25,1,Up,NA
Cab39,238,9,4.724892762,4.688143107,0,0,0,TRUE,219,1,18,7,1,1,Up,NA
Cab39l,45,3,3.906890596,3.870140941,5.37E-11,3.21E-10,3.19E-10,TRUE,26,1,10,1,9,1,Up,NA
Cabp1,20,3,2.736965594,2.700215939,0.000220982,0.000899733,0.000893043,TRUE,3,1,16,1,1,1,Up,NA
Cacfd1,59,3,4.297680549,4.260930894,7.33E-15,5.02E-14,5.00E-14,TRUE,19,1,39,1,1,1,Up,NA
Cacna1a,90,3,4.906890596,4.870140941,0,0,0,TRUE,54,1,35,1,1,1,Up,NA
Cacna1b,56,3,4.222392421,4.185642767,5.00E-14,3.32E-13,3.31E-13,TRUE,46,1,9,1,1,1,Up,NA
Cacna1c,84,13,2.691877705,2.65512805,6.38E-14,4.23E-13,4.23E-13,TRUE,55,10,28,2,1,1,Up,NA
Cacna1e,2785,3,9.858499112,9.821749457,0,0,0,TRUE,1010,1,73,1,1702,1,Up,NA
Cacna1f,32,3,3.415037499,3.378287844,1.73E-07,8.73E-07,8.68E-07,TRUE,14,1,17,1,1,1,Up,NA
Cacna1g,22,3,2.874469118,2.837719463,6.93E-05,0.000293487,0.000291672,TRUE,10,1,11,1,1,1,Up,NA
Cacna2d1,79,3,4.718818247,4.682068593,0,0,0,TRUE,40,1,38,1,1,1,Up,NA
Cacna2d3,50,3,4.058893689,4.022144034,2.28E-12,1.43E-11,1.43E-11,TRUE,28,1,14,1,8,1,Up,NA
Cacna2d4,26,3,3.115477217,3.078727563,6.51E-06,2.98E-05,2.96E-05,TRUE,10,1,15,1,1,1,Up,NA
Cacnb2,51,3,4.087462841,4.050713186,1.21E-12,7.68E-12,7.65E-12,TRUE,29,1,21,1,1,1,Up,NA
Cacnb3,194,3,6.014950341,5.978200687,0,0,0,TRUE,1,1,192,1,1,1,Up,NA
Cacng3,34,3,3.502500341,3.465750686,5.08E-08,2.63E-07,2.62E-07,TRUE,13,1,20,1,1,1,Up,NA
Cacul1,151,3,5.653442239,5.616692584,0,0,0,TRUE,139,1,11,1,1,1,Up,NA
Cacybp,465,3,7.276124405,7.23937475,0,0,0,TRUE,451,1,13,1,1,1,Up,NA
Cadm2,64,3,4.415037499,4.378287844,3.33E-16,2.38E-15,2.37E-15,TRUE,40,1,23,1,1,1,Up,NA
Cadm3,170,3,5.824428435,5.787678781,0,0,0,TRUE,145,1,24,1,1,1,Up,NA
Cadps,82,16,2.357552005,2.32080235,7.24E-12,4.48E-11,4.48E-11,TRUE,73,1,8,1,1,14,Up,NA
Cage1,47,3,3.969626351,3.932876696,1.52E-11,9.30E-11,9.26E-11,TRUE,8,1,5,1,34,1,Up,NA
Calcb,93,3,4.95419631,4.917446656,0,0,0,TRUE,3,1,5,1,85,1,Up,NA
Calcoco1,451,3,7.232021123,7.195271468,0,0,0,TRUE,383,1,67,1,1,1,Up,NA
Calcrl,46,3,3.938599455,3.901849801,2.86E-11,1.73E-10,1.72E-10,TRUE,38,1,7,1,1,1,Up,NA
Calm3,343,3,6.837102265,6.800352611,0,0,0,TRUE,61,1,1,1,281,1,Up,NA
Calr,9774,936,3.38436867,3.347619015,0,0,0,TRUE,1787,412,965,195,7022,329,Up,NA
Calr4,47,3,3.969626351,3.932876696,1.52E-11,9.30E-11,9.26E-11,TRUE,24,1,22,1,1,1,Up,NA
Camk1g,28,3,3.222392421,3.185642767,1.96E-06,9.30E-06,9.24E-06,TRUE,19,1,8,1,1,1,Up,NA
Camk2a,460,5,6.523561956,6.486812301,0,0,0,TRUE,454,3,5,1,1,1,Up,NA
Camk2d,1880,309,2.605053919,2.568304264,0,0,0,TRUE,1101,84,692,195,87,30,Up,NA
Camk2g,68,3,4.502500341,4.465750686,0,0,0,TRUE,53,1,14,1,1,1,Up,NA
Camkk1,21,3,2.807354922,2.770605267,0.000123959,0.000515349,0.000511515,TRUE,7,1,13,1,1,1,Up,NA
Camkmt,56,8,2.807354922,2.770605267,3.66E-10,2.10E-09,2.10E-09,TRUE,39,6,16,1,1,1,Up,NA
Caml,33,3,3.459431619,3.422681964,9.39E-08,4.80E-07,4.77E-07,TRUE,31,1,1,1,1,1,Up,NA
Camsap1,204,3,6.087462841,6.050713186,0,0,0,TRUE,104,1,99,1,1,1,Up,NA
Camsap2,6620,155,5.416491096,5.379741442,0,0,0,TRUE,23,15,41,15,6556,125,Up,NA
Camta1,134,19,2.818161677,2.781412022,0,0,0,TRUE,44,1,89,1,1,17,Up,NA
Camta2,38,3,3.662965013,3.626215358,4.29E-09,2.35E-08,2.34E-08,TRUE,1,1,36,1,1,1,Up,NA
Cand1,691,34,4.345079059,4.308329404,0,0,0,TRUE,393,1,297,32,1,1,Up,NA
Cand2,33,3,3.459431619,3.422681964,9.39E-08,4.80E-07,4.77E-07,TRUE,29,1,3,1,1,1,Up,NA
Canx,20101,1065,4.23834194,4.201592285,0,0,0,TRUE,14407,114,4051,836,1643,115,Up,NA
Cap2,165,4,5.366322214,5.329572559,0,0,0,TRUE,163,1,1,1,1,2,Up,NA
Capn15,73,3,4.604862058,4.568112403,0,0,0,TRUE,54,1,18,1,1,1,Up,NA
Capn2,68,3,4.502500341,4.465750686,0,0,0,TRUE,20,1,6,1,42,1,Up,NA
Capn3,1074,3,8.483815777,8.447066122,0,0,0,TRUE,1072,1,1,1,1,1,Up,NA
Capn7,432,3,7.169925001,7.133175347,0,0,0,TRUE,383,1,4,1,45,1,Up,NA
Capns1,119,3,5.309855263,5.273105608,0,0,0,TRUE,32,1,9,1,78,1,Up,NA
Caprin1,263,3,6.453956489,6.417206834,0,0,0,TRUE,139,1,119,1,5,1,Up,NA
Caprin2,687,142,2.274419169,2.237669515,0,0,0,TRUE,234,1,452,140,1,1,Up,NA
Capza1,54,4,3.754887502,3.718137847,1.51E-12,9.57E-12,9.57E-12,TRUE,42,1,11,1,1,2,Up,NA
Capzb,27,3,3.169925001,3.133175347,3.58E-06,1.67E-05,1.65E-05,TRUE,1,1,5,1,21,1,Up,NA
Car12,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,13,1,9,1,1,1,Up,NA
Car14,246,3,6.357552005,6.32080235,0,0,0,TRUE,128,1,117,1,1,1,Up,NA
Car2,106,3,5.142957954,5.106208299,0,0,0,TRUE,50,1,55,1,1,1,Up,NA
Card10,281,3,6.549463819,6.512714165,0,0,0,TRUE,219,1,61,1,1,1,Up,NA
Card11,86,3,4.841302254,4.804552599,0,0,0,TRUE,5,1,49,1,32,1,Up,NA
Card6,56,3,4.222392421,4.185642767,5.00E-14,3.32E-13,3.31E-13,TRUE,27,1,28,1,1,1,Up,NA
Carf,2787,21,7.052179864,7.01543021,0,0,0,TRUE,1245,1,1519,19,23,1,Up,NA
Carhsp1,452,3,7.235216462,7.198466807,0,0,0,TRUE,450,1,1,1,1,1,Up,NA
Carmn,66,3,4.459431619,4.422681964,1.11E-16,8.04E-16,7.98E-16,TRUE,9,1,56,1,1,1,Up,NA
Carns1,35,3,3.544320516,3.507570861,2.75E-08,1.44E-07,1.43E-07,TRUE,1,1,33,1,1,1,Up,NA
Casc1,66,3,4.459431619,4.422681964,1.11E-16,8.04E-16,7.98E-16,TRUE,11,1,54,1,1,1,Up,NA
Casc3,588,3,7.614709844,7.577960189,0,0,0,TRUE,586,1,1,1,1,1,Up,NA
Casc4,12191,500,4.607744567,4.570994912,0,0,0,TRUE,690,1,205,1,11296,498,Up,NA
Cask,29,3,3.273018494,3.23626884,1.07E-06,5.17E-06,5.14E-06,TRUE,15,1,13,1,1,1,Up,NA
Caskin1,106,3,5.142957954,5.106208299,0,0,0,TRUE,99,1,6,1,1,1,Up,NA
Caskin2,100,3,5.058893689,5.022144034,0,0,0,TRUE,5,1,94,1,1,1,Up,NA
Casp12,621,3,7.693486957,7.656737303,0,0,0,TRUE,298,1,322,1,1,1,Up,NA
Casp2,2235,3,9.541096615,9.504346961,0,0,0,TRUE,2219,1,15,1,1,1,Up,NA
Casp3,20,3,2.736965594,2.700215939,0.000220982,0.000899733,0.000893043,TRUE,18,1,1,1,1,1,Up,NA
Casp4,85,3,4.824428435,4.787678781,0,0,0,TRUE,61,1,23,1,1,1,Up,NA
Casp6,44,3,3.874469118,3.837719463,1.01E-10,5.94E-10,5.91E-10,TRUE,14,1,29,1,1,1,Up,NA
Casp7,11173,3,11.86276649,11.82601683,0,0,0,TRUE,369,1,1,1,10803,1,Up,NA
Casp8ap2,32,3,3.415037499,3.378287844,1.73E-07,8.73E-07,8.68E-07,TRUE,30,1,1,1,1,1,Up,NA
Casp9,9105,78,6.867041083,6.830291428,0,0,0,TRUE,2743,1,4281,76,2081,1,Up,NA
Casq1,105,3,5.129283017,5.092533362,0,0,0,TRUE,63,1,41,1,1,1,Up,NA
Cass4,67,11,2.606657572,2.569907917,4.81E-11,2.89E-10,2.89E-10,TRUE,15,9,51,1,1,1,Up,NA
Cast,50,3,4.058893689,4.022144034,2.28E-12,1.43E-11,1.43E-11,TRUE,41,1,8,1,1,1,Up,NA
Casz1,78,3,4.700439718,4.663690063,0,0,0,TRUE,57,1,20,1,1,1,Up,NA
Catsper2,436,3,7.183221824,7.146472169,0,0,0,TRUE,40,1,395,1,1,1,Up,NA
Catsper3,92,3,4.938599455,4.901849801,0,0,0,TRUE,90,1,1,1,1,1,Up,NA
Catsperg1,766,8,6.581200582,6.544450927,0,0,0,TRUE,436,1,321,1,9,6,Up,NA
Catsperg2,744,3,7.95419631,7.917446656,0,0,0,TRUE,467,1,276,1,1,1,Up,NA
Catsperz,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,21,1,1,1,1,1,Up,NA
Cav1,7985,65,6.940708879,6.903959224,0,0,0,TRUE,7683,1,226,63,76,1,Up,NA
Cavin2,177,3,5.882643049,5.845893395,0,0,0,TRUE,126,1,50,1,1,1,Up,NA
Cbfa2t2,72,3,4.584962501,4.548212846,0,0,0,TRUE,70,1,1,1,1,1,Up,NA
Cbfa2t3,2742,3,9.836050355,9.7993007,0,0,0,TRUE,879,1,1816,1,47,1,Up,NA
Cbl,57,3,4.247927513,4.211177859,2.63E-14,1.77E-13,1.76E-13,TRUE,9,1,47,1,1,1,Up,NA
Cblb,119,7,4.087462841,4.050713186,0,0,0,TRUE,64,1,54,5,1,1,Up,NA
Cbln2,298,3,6.63420602,6.597456365,0,0,0,TRUE,181,1,116,1,1,1,Up,NA
Cbln4,542,3,7.497186541,7.460436886,0,0,0,TRUE,174,1,367,1,1,1,Up,NA
Cbr4,22,3,2.874469118,2.837719463,6.93E-05,0.000293487,0.000291672,TRUE,6,1,15,1,1,1,Up,NA
Cbx1,327,67,2.287057635,2.25030798,0,0,0,TRUE,208,38,68,14,51,15,Up,NA
Cbx3,2020,126,4.002859654,3.966109999,0,0,0,TRUE,1611,71,369,19,40,36,Up,NA
Cbx5,15760,31,8.989783604,8.953033949,0,0,0,TRUE,3932,5,11827,25,1,1,Up,NA
Ccbe1,181,16,3.499845887,3.463096232,0,0,0,TRUE,137,14,43,1,1,1,Up,NA
Ccdc107,575,3,7.582455645,7.54570599,0,0,0,TRUE,565,1,9,1,1,1,Up,NA
Ccdc114,33,3,3.459431619,3.422681964,9.39E-08,4.80E-07,4.77E-07,TRUE,1,1,31,1,1,1,Up,NA
Ccdc125,298,13,4.518728802,4.481979148,0,0,0,TRUE,264,1,33,11,1,1,Up,NA
Ccdc13,25,3,3.058893689,3.022144034,1.18E-05,5.32E-05,5.28E-05,TRUE,11,1,13,1,1,1,Up,NA
Ccdc136,34,3,3.502500341,3.465750686,5.08E-08,2.63E-07,2.62E-07,TRUE,7,1,26,1,1,1,Up,NA
Ccdc138,272,3,6.502500341,6.465750686,0,0,0,TRUE,223,1,48,1,1,1,Up,NA
Ccdc141,66,7,3.237039197,3.200289543,2.48E-13,1.62E-12,1.62E-12,TRUE,9,1,56,5,1,1,Up,NA
Ccdc146,347,3,6.853829352,6.817079697,0,0,0,TRUE,168,1,178,1,1,1,Up,NA
Ccdc148,152,3,5.662965013,5.626215358,0,0,0,TRUE,59,1,92,1,1,1,Up,NA
Ccdc149,1578,3,9.038918989,9.002169334,0,0,0,TRUE,726,1,851,1,1,1,Up,NA
Ccdc15,44,3,3.874469118,3.837719463,1.01E-10,5.94E-10,5.91E-10,TRUE,1,1,2,1,41,1,Up,NA
Ccdc157,38,3,3.662965013,3.626215358,4.29E-09,2.35E-08,2.34E-08,TRUE,25,1,12,1,1,1,Up,NA
Ccdc159,134,3,5.48112669,5.444377035,0,0,0,TRUE,29,1,38,1,67,1,Up,NA
Ccdc162,104,3,5.115477217,5.078727563,0,0,0,TRUE,38,1,65,1,1,1,Up,NA
Ccdc163,44,3,3.874469118,3.837719463,1.01E-10,5.94E-10,5.91E-10,TRUE,34,1,9,1,1,1,Up,NA
Ccdc169,91,3,4.922832139,4.886082485,0,0,0,TRUE,1,1,89,1,1,1,Up,NA
Ccdc170,347,4,6.438791853,6.402042198,0,0,0,TRUE,72,1,274,2,1,1,Up,NA
Ccdc171,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,6,1,16,1,1,1,Up,NA
Ccdc173,219,3,6.189824559,6.153074904,0,0,0,TRUE,29,1,189,1,1,1,Up,NA
Ccdc177,35,3,3.544320516,3.507570861,2.75E-08,1.44E-07,1.43E-07,TRUE,21,1,13,1,1,1,Up,NA
Ccdc184,668,13,5.683264574,5.64651492,0,0,0,TRUE,37,1,630,11,1,1,Up,NA
Ccdc186,121,3,5.333900737,5.297151082,0,0,0,TRUE,38,1,82,1,1,1,Up,NA
Ccdc187,25,3,3.058893689,3.022144034,1.18E-05,5.32E-05,5.28E-05,TRUE,9,1,15,1,1,1,Up,NA
Ccdc24,1743,160,3.445428759,3.408679104,0,0,0,TRUE,1087,101,21,58,635,1,Up,NA
Ccdc30,104,15,2.793549123,2.756799468,0,0,0,TRUE,39,1,55,1,10,13,Up,NA
Ccdc34,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,19,1,3,1,1,1,Up,NA
Ccdc34os,67,3,4.48112669,4.444377035,0,0,0,TRUE,55,1,11,1,1,1,Up,NA
Ccdc38,880,3,8.196397213,8.159647558,0,0,0,TRUE,42,1,44,1,794,1,Up,NA
Ccdc43,48,3,4,3.963250345,8.09E-12,4.99E-11,4.97E-11,TRUE,38,1,9,1,1,1,Up,NA
Ccdc47,3162,3,10.04165915,10.0049095,0,0,0,TRUE,1670,1,1491,1,1,1,Up,NA
Ccdc6,317,3,6.723376529,6.686626875,0,0,0,TRUE,315,1,1,1,1,1,Up,NA
Ccdc66,1340,77,4.121230745,4.08448109,0,0,0,TRUE,1112,70,214,1,14,6,Up,NA
Ccdc68,36,3,3.584962501,3.548212846,1.48E-08,7.90E-08,7.87E-08,TRUE,10,1,25,1,1,1,Up,NA
Ccdc70,25,3,3.058893689,3.022144034,1.18E-05,5.32E-05,5.28E-05,TRUE,1,1,23,1,1,1,Up,NA
Ccdc71,107,3,5.156504486,5.119754831,0,0,0,TRUE,79,1,27,1,1,1,Up,NA
Ccdc77,93,3,4.95419631,4.917446656,0,0,0,TRUE,12,1,9,1,72,1,Up,NA
Ccdc78,26,3,3.115477217,3.078727563,6.51E-06,2.98E-05,2.96E-05,TRUE,24,1,1,1,1,1,Up,NA
Ccdc81,25,3,3.058893689,3.022144034,1.18E-05,5.32E-05,5.28E-05,TRUE,15,1,9,1,1,1,Up,NA
